budget_id,area_sqm,tier,line_item,amount_cny,calc_basis,source_nature,source_refs,assumption_flag,notes
CX_300_高端型_0111,300,高端型,开业人工(筹备期),12000,筹备3人×1月×4000；锚labor_cost_2026老师区间,derived_from_sample,labor_cost_2026,model_assumption,设计在册人数代理n=35仅用于家具设备规模，非断言300㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_300_高端型_0112,300,高端型,开业营销,15000,地推/体验课/物料,model_assumption,,model_assumption,设计在册人数代理n=35仅用于家具设备规模，非断言300㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_300_高端型_0113,300,高端型,预备金(15%),134343,对装修+设备+开办核心小计895620×15%；不含押金/转让/加盟费,model_assumption,Issue要求10-15%,model_assumption,设计在册人数代理n=35仅用于家具设备规模，非断言300㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_300_高端型_TOTAL,300,高端型,合计(含押金转让加盟预备金),1347963,核心(装修设备开办)≈895620+预备金134343+押金18000+转让100000+加盟200000,model_assumption,sum,model_assumption,加盟费200000已单列可剥离；装修相关核心(不含押金转让加盟预备)≈895620
CX_400_经济型_0115,400,经济型,设计费,10800,硬装造价×3%；硬装单价900元/㎡×400㎡,model_assumption,industry_rule_of_thumb,model_assumption,设计在册人数代理n=45仅用于家具设备规模，非断言400㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_400_经济型_0116,400,经济型,拆除工程,10000,400㎡×25元/㎡(旧装拆除)；高端×1.2,model_assumption,,model_assumption,设计在册人数代理n=45仅用于家具设备规模，非断言400㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_400_经济型_0117,400,经济型,水电改造,49846,400㎡×180元/㎡×档位系数0.69,model_assumption,REN_002含水电厨房量级参照,model_assumption,设计在册人数代理n=45仅用于家具设备规模，非断言400㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_400_经济型_0118,400,经济型,墙地面天花,162000,硬装主体约45%：900×0.45×400,model_assumption,REN_003/REN_015单价锚,model_assumption,设计在册人数代理n=45仅用于家具设备规模，非断言400㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_400_经济型_0119,400,经济型,隔墙隔断,22154,400×80元/㎡×档位,model_assumption,,model_assumption,设计在册人数代理n=45仅用于家具设备规模，非断言400㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_400_经济型_0120,400,经济型,消防工程,48000,400×120元/㎡；含灭火器喷淋报建预备,model_assumption,REG_SD_004消防审验驱动,model_assumption,设计在册人数代理n=45仅用于家具设备规模，非断言400㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_400_经济型_0121,400,经济型,厨房装修,43269,厨区25㎡×2500元/㎡×档位,model_assumption,REN_001含水电厨房,model_assumption,设计在册人数代理n=45仅用于家具设备规模，非断言400㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_400_经济型_0122,400,经济型,排烟系统,18000,商用排烟管道+风机套餐(档位),model_assumption,REN_014询价缺口补工程假设,model_assumption,设计在册人数代理n=45仅用于家具设备规模，非断言400㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_400_经济型_0123,400,经济型,燃气开户与改造,8000,开户+管内改造估,model_assumption,,model_assumption,设计在册人数代理n=45仅用于家具设备规模，非断言400㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_400_经济型_0124,400,经济型,给排水改造,16000,400×40元/㎡,model_assumption,,model_assumption,设计在册人数代理n=45仅用于家具设备规模，非断言400㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_400_经济型_0125,400,经济型,厕所洁具与防水,18000,厕位套数随面积档,model_assumption,,model_assumption,设计在册人数代理n=45仅用于家具设备规模，非断言400㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_400_经济型_0126,400,经济型,空调,22400,400×80元/㎡×设备系数0.7,model_assumption,REN_012设备包参照,model_assumption,设计在册人数代理n=45仅用于家具设备规模，非断言400㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_400_经济型_0127,400,经济型,新风,16800,400×60元/㎡×设备系数；公开价目缺失(REN_013/F_005),model_assumption,REN_013未找到价目→工程假设,model_assumption,设计在册人数代理n=45仅用于家具设备规模，非断言400㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_400_经济型_0128,400,经济型,照明,12462,400×45元/㎡×档位,model_assumption,,model_assumption,设计在册人数代理n=45仅用于家具设备规模，非断言400㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_400_经济型_0129,400,经济型,监控,12000,摄像头+硬盘录像机套装,model_assumption,REN_012含监控未单列,model_assumption,设计在册人数代理n=45仅用于家具设备规模，非断言400㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_400_经济型_0130,400,经济型,门禁,3000,门禁读头+电锁,model_assumption,,model_assumption,设计在册人数代理n=45仅用于家具设备规模，非断言400㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_400_经济型_0131,400,经济型,网络弱电,6000,400×15元/㎡布线+光猫路由,model_assumption,,model_assumption,设计在册人数代理n=45仅用于家具设备规模，非断言400㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_400_经济型_0132,400,经济型,桌椅,4320,45套×120元/套×档位；锚REN_009(80-150),derived_from_sample,REN_009,model_assumption,设计在册人数代理n=45仅用于家具设备规模，非断言400㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_400_经济型_0133,400,经济型,午休床,4500,45张×单价(经济叠叠床~100/标准架子床~350/高端~550)；锚REN_006/007,derived_from_sample,REN_006;REN_007,model_assumption,设计在册人数代理n=45仅用于家具设备规模，非断言400㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_400_经济型_0134,400,经济型,床品,11250,45套×250元；锚REN_008(200-300),derived_from_sample,REN_008,model_assumption,设计在册人数代理n=45仅用于家具设备规模，非断言400㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_400_经济型_0135,400,经济型,储物柜,2520,45格×80×设备系数,model_assumption,,model_assumption,设计在册人数代理n=45仅用于家具设备规模，非断言400㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_400_经济型_0136,400,经济型,厨电灶具,10500,灶具+油烟机+消毒柜基础包×0.7,model_assumption,REN_014,model_assumption,设计在册人数代理n=45仅用于家具设备规模，非断言400㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_400_经济型_0137,400,经济型,冰箱冷柜,10000,双门冰箱+留样冷藏,model_assumption,,model_assumption,设计在册人数代理n=45仅用于家具设备规模，非断言400㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_400_经济型_0138,400,经济型,消毒柜/消毒设备,2100,餐具消毒柜,model_assumption,,model_assumption,设计在册人数代理n=45仅用于家具设备规模，非断言400㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_400_经济型_0139,400,经济型,留样冰箱/留样设备,1500,食安留样专用,model_assumption,REG_SD食品管理驱动,model_assumption,设计在册人数代理n=45仅用于家具设备规模，非断言400㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_400_经济型_0140,400,经济型,餐具,1800,45人份×40元,model_assumption,,model_assumption,设计在册人数代理n=45仅用于家具设备规模，非断言400㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_400_经济型_0141,400,经济型,办公家具电器,2750,前台桌椅电脑打印×软装系数0.55,model_assumption,,model_assumption,设计在册人数代理n=45仅用于家具设备规模，非断言400㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_400_经济型_0142,400,经济型,门头招牌,8000,门头灯箱/发光字档位,model_assumption,,model_assumption,设计在册人数代理n=45仅用于家具设备规模，非断言400㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_400_经济型_0143,400,经济型,软装装饰,8800,400×40×软装系数0.55,model_assumption,,model_assumption,设计在册人数代理n=45仅用于家具设备规模，非断言400㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_400_经济型_0144,400,经济型,软件系统,3000,排课/家校/收银SaaS首年,model_assumption,,model_assumption,设计在册人数代理n=45仅用于家具设备规模，非断言400㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_400_经济型_0145,400,经济型,开业耗材,5000,清洁/办公/一次性开业包,model_assumption,,model_assumption,设计在册人数代理n=45仅用于家具设备规模，非断言400㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_400_经济型_0146,400,经济型,房租押金,24000,按中位大面积租金假设30元/㎡/月×400㎡×押2个月；锚large_space_rent_samples中位≈32.5与v2≈30.6,model_assumption,large_space_rent_samples;local_rent_2026,model_assumption,设计在册人数代理n=45仅用于家具设备规模，非断言400㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_400_经济型_0147,400,经济型,转让费预备,0,经济型假设空铺0；标准/高端预留面议转让,model_assumption,RENT_* transfer_fee多面议,model_assumption,设计在册人数代理n=45仅用于家具设备规模，非断言400㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_400_经济型_0148,400,经济型,加盟费(单列不计入装修),0,加盟费单独列示，绝不混入装修小计；经济/标准按直营0；高端示例列20万brand_claim量级,model_assumption,REN贝尔加盟18-60万量级仅作高端示例,model_assumption,设计在册人数代理n=45仅用于家具设备规模，非断言400㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_400_经济型_0149,400,经济型,开业人工(筹备期),12000,筹备3人×1月×4000；锚labor_cost_2026老师区间,derived_from_sample,labor_cost_2026,model_assumption,设计在册人数代理n=45仅用于家具设备规模，非断言400㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_400_经济型_0150,400,经济型,开业营销,25000,地推/体验课/物料,model_assumption,,model_assumption,设计在册人数代理n=45仅用于家具设备规模，非断言400㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_400_经济型_0151,400,经济型,预备金(10%),59177,对装修+设备+开办核心小计591771×10%；不含押金/转让/加盟费,model_assumption,Issue要求10-15%,model_assumption,设计在册人数代理n=45仅用于家具设备规模，非断言400㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_400_经济型_TOTAL,400,经济型,合计(含押金转让加盟预备金),674948,核心(装修设备开办)≈591771+预备金59177+押金24000+转让0+加盟0,model_assumption,sum,model_assumption,加盟费0已单列可剥离；装修相关核心(不含押金转让加盟预备)≈591771
CX_400_标准品质型_0153,400,标准品质型,设计费,15600,硬装造价×3%；硬装单价1300元/㎡×400㎡,model_assumption,industry_rule_of_thumb,model_assumption,设计在册人数代理n=45仅用于家具设备规模，非断言400㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_400_标准品质型_0154,400,标准品质型,拆除工程,10000,400㎡×25元/㎡(旧装拆除)；高端×1.2,model_assumption,,model_assumption,设计在册人数代理n=45仅用于家具设备规模，非断言400㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_400_标准品质型_0155,400,标准品质型,水电改造,72000,400㎡×180元/㎡×档位系数1.00,model_assumption,REN_002含水电厨房量级参照,model_assumption,设计在册人数代理n=45仅用于家具设备规模，非断言400㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_400_标准品质型_0156,400,标准品质型,墙地面天花,234000,硬装主体约45%：1300×0.45×400,model_assumption,REN_003/REN_015单价锚,model_assumption,设计在册人数代理n=45仅用于家具设备规模，非断言400㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_400_标准品质型_0157,400,标准品质型,隔墙隔断,32000,400×80元/㎡×档位,model_assumption,,model_assumption,设计在册人数代理n=45仅用于家具设备规模，非断言400㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_400_标准品质型_0158,400,标准品质型,消防工程,48000,400×120元/㎡；含灭火器喷淋报建预备,model_assumption,REG_SD_004消防审验驱动,model_assumption,设计在册人数代理n=45仅用于家具设备规模，非断言400㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_400_标准品质型_0159,400,标准品质型,厨房装修,62500,厨区25㎡×2500元/㎡×档位,model_assumption,REN_001含水电厨房,model_assumption,设计在册人数代理n=45仅用于家具设备规模，非断言400㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_400_标准品质型_0160,400,标准品质型,排烟系统,28000,商用排烟管道+风机套餐(档位),model_assumption,REN_014询价缺口补工程假设,model_assumption,设计在册人数代理n=45仅用于家具设备规模，非断言400㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_400_标准品质型_0161,400,标准品质型,燃气开户与改造,12000,开户+管内改造估,model_assumption,,model_assumption,设计在册人数代理n=45仅用于家具设备规模，非断言400㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_400_标准品质型_0162,400,标准品质型,给排水改造,16000,400×40元/㎡,model_assumption,,model_assumption,设计在册人数代理n=45仅用于家具设备规模，非断言400㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_400_标准品质型_0163,400,标准品质型,厕所洁具与防水,18000,厕位套数随面积档,model_assumption,,model_assumption,设计在册人数代理n=45仅用于家具设备规模，非断言400㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_400_标准品质型_0164,400,标准品质型,空调,32000,400×80元/㎡×设备系数1.0,model_assumption,REN_012设备包参照,model_assumption,设计在册人数代理n=45仅用于家具设备规模，非断言400㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_400_标准品质型_0165,400,标准品质型,新风,24000,400×60元/㎡×设备系数；公开价目缺失(REN_013/F_005),model_assumption,REN_013未找到价目→工程假设,model_assumption,设计在册人数代理n=45仅用于家具设备规模，非断言400㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_400_标准品质型_0166,400,标准品质型,照明,18000,400×45元/㎡×档位,model_assumption,,model_assumption,设计在册人数代理n=45仅用于家具设备规模，非断言400㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_400_标准品质型_0167,400,标准品质型,监控,12000,摄像头+硬盘录像机套装,model_assumption,REN_012含监控未单列,model_assumption,设计在册人数代理n=45仅用于家具设备规模，非断言400㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_400_标准品质型_0168,400,标准品质型,门禁,5000,门禁读头+电锁,model_assumption,,model_assumption,设计在册人数代理n=45仅用于家具设备规模，非断言400㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_400_标准品质型_0169,400,标准品质型,网络弱电,6000,400×15元/㎡布线+光猫路由,model_assumption,,model_assumption,设计在册人数代理n=45仅用于家具设备规模，非断言400㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_400_标准品质型_0170,400,标准品质型,桌椅,5400,45套×120元/套×档位；锚REN_009(80-150),derived_from_sample,REN_009,model_assumption,设计在册人数代理n=45仅用于家具设备规模，非断言400㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_400_标准品质型_0171,400,标准品质型,午休床,15750,45张×单价(经济叠叠床~100/标准架子床~350/高端~550)；锚REN_006/007,derived_from_sample,REN_006;REN_007,model_assumption,设计在册人数代理n=45仅用于家具设备规模，非断言400㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_400_标准品质型_0172,400,标准品质型,床品,11250,45套×250元；锚REN_008(200-300),derived_from_sample,REN_008,model_assumption,设计在册人数代理n=45仅用于家具设备规模，非断言400㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_400_标准品质型_0173,400,标准品质型,储物柜,3600,45格×80×设备系数,model_assumption,,model_assumption,设计在册人数代理n=45仅用于家具设备规模，非断言400㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_400_标准品质型_0174,400,标准品质型,厨电灶具,15000,灶具+油烟机+消毒柜基础包×1.0,model_assumption,REN_014,model_assumption,设计在册人数代理n=45仅用于家具设备规模，非断言400㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_400_标准品质型_0175,400,标准品质型,冰箱冷柜,10000,双门冰箱+留样冷藏,model_assumption,,model_assumption,设计在册人数代理n=45仅用于家具设备规模，非断言400㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_400_标准品质型_0176,400,标准品质型,消毒柜/消毒设备,3000,餐具消毒柜,model_assumption,,model_assumption,设计在册人数代理n=45仅用于家具设备规模，非断言400㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_400_标准品质型_0177,400,标准品质型,留样冰箱/留样设备,1500,食安留样专用,model_assumption,REG_SD食品管理驱动,model_assumption,设计在册人数代理n=45仅用于家具设备规模，非断言400㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_400_标准品质型_0178,400,标准品质型,餐具,1800,45人份×40元,model_assumption,,model_assumption,设计在册人数代理n=45仅用于家具设备规模，非断言400㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_400_标准品质型_0179,400,标准品质型,办公家具电器,4250,前台桌椅电脑打印×软装系数0.85,model_assumption,,model_assumption,设计在册人数代理n=45仅用于家具设备规模，非断言400㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_400_标准品质型_0180,400,标准品质型,门头招牌,15000,门头灯箱/发光字档位,model_assumption,,model_assumption,设计在册人数代理n=45仅用于家具设备规模，非断言400㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_400_标准品质型_0181,400,标准品质型,软装装饰,13600,400×40×软装系数0.85,model_assumption,,model_assumption,设计在册人数代理n=45仅用于家具设备规模，非断言400㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_400_标准品质型_0182,400,标准品质型,软件系统,8000,排课/家校/收银SaaS首年,model_assumption,,model_assumption,设计在册人数代理n=45仅用于家具设备规模，非断言400㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_400_标准品质型_0183,400,标准品质型,开业耗材,5000,清洁/办公/一次性开业包,model_assumption,,model_assumption,设计在册人数代理n=45仅用于家具设备规模，非断言400㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_400_标准品质型_0184,400,标准品质型,房租押金,24000,按中位大面积租金假设30元/㎡/月×400㎡×押2个月；锚large_space_rent_samples中位≈32.5与v2≈30.6,model_assumption,large_space_rent_samples;local_rent_2026,model_assumption,设计在册人数代理n=45仅用于家具设备规模，非断言400㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_400_标准品质型_0185,400,标准品质型,转让费预备,50000,经济型假设空铺0；标准/高端预留面议转让,model_assumption,RENT_* transfer_fee多面议,model_assumption,设计在册人数代理n=45仅用于家具设备规模，非断言400㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_400_标准品质型_0186,400,标准品质型,加盟费(单列不计入装修),0,加盟费单独列示，绝不混入装修小计；经济/标准按直营0；高端示例列20万brand_claim量级,model_assumption,REN贝尔加盟18-60万量级仅作高端示例,model_assumption,设计在册人数代理n=45仅用于家具设备规模，非断言400㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_400_标准品质型_0187,400,标准品质型,开业人工(筹备期),12000,筹备3人×1月×4000；锚labor_cost_2026老师区间,derived_from_sample,labor_cost_2026,model_assumption,设计在册人数代理n=45仅用于家具设备规模，非断言400㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_400_标准品质型_0188,400,标准品质型,开业营销,25000,地推/体验课/物料,model_assumption,,model_assumption,设计在册人数代理n=45仅用于家具设备规模，非断言400㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_400_标准品质型_0189,400,标准品质型,预备金(12%),95430,对装修+设备+开办核心小计795250×12%；不含押金/转让/加盟费,model_assumption,Issue要求10-15%,model_assumption,设计在册人数代理n=45仅用于家具设备规模，非断言400㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_400_标准品质型_TOTAL,400,标准品质型,合计(含押金转让加盟预备金),964680,核心(装修设备开办)≈795250+预备金95430+押金24000+转让50000+加盟0,model_assumption,sum,model_assumption,加盟费0已单列可剥离；装修相关核心(不含押金转让加盟预备)≈795250
CX_400_高端型_0191,400,高端型,设计费,24000,硬装造价×3%；硬装单价2000元/㎡×400㎡,model_assumption,industry_rule_of_thumb,model_assumption,设计在册人数代理n=45仅用于家具设备规模，非断言400㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_400_高端型_0192,400,高端型,拆除工程,12000,400㎡×25元/㎡(旧装拆除)；高端×1.2,model_assumption,,model_assumption,设计在册人数代理n=45仅用于家具设备规模，非断言400㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_400_高端型_0193,400,高端型,水电改造,110769,400㎡×180元/㎡×档位系数1.54,model_assumption,REN_002含水电厨房量级参照,model_assumption,设计在册人数代理n=45仅用于家具设备规模，非断言400㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_400_高端型_0194,400,高端型,墙地面天花,360000,硬装主体约45%：2000×0.45×400,model_assumption,REN_003/REN_015单价锚,model_assumption,设计在册人数代理n=45仅用于家具设备规模，非断言400㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_400_高端型_0195,400,高端型,隔墙隔断,49231,400×80元/㎡×档位,model_assumption,,model_assumption,设计在册人数代理n=45仅用于家具设备规模，非断言400㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_400_高端型_0196,400,高端型,消防工程,52800,400×120元/㎡；含灭火器喷淋报建预备,model_assumption,REG_SD_004消防审验驱动,model_assumption,设计在册人数代理n=45仅用于家具设备规模，非断言400㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_400_高端型_0197,400,高端型,厨房装修,96154,厨区25㎡×2500元/㎡×档位,model_assumption,REN_001含水电厨房,model_assumption,设计在册人数代理n=45仅用于家具设备规模，非断言400㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_400_高端型_0198,400,高端型,排烟系统,45000,商用排烟管道+风机套餐(档位),model_assumption,REN_014询价缺口补工程假设,model_assumption,设计在册人数代理n=45仅用于家具设备规模，非断言400㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_400_高端型_0199,400,高端型,燃气开户与改造,20000,开户+管内改造估,model_assumption,,model_assumption,设计在册人数代理n=45仅用于家具设备规模，非断言400㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_400_高端型_0200,400,高端型,给排水改造,16000,400×40元/㎡,model_assumption,,model_assumption,设计在册人数代理n=45仅用于家具设备规模，非断言400㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_400_高端型_0201,400,高端型,厕所洁具与防水,18000,厕位套数随面积档,model_assumption,,model_assumption,设计在册人数代理n=45仅用于家具设备规模，非断言400㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_400_高端型_0202,400,高端型,空调,44800,400×80元/㎡×设备系数1.4,model_assumption,REN_012设备包参照,model_assumption,设计在册人数代理n=45仅用于家具设备规模，非断言400㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_400_高端型_0203,400,高端型,新风,33600,400×60元/㎡×设备系数；公开价目缺失(REN_013/F_005),model_assumption,REN_013未找到价目→工程假设,model_assumption,设计在册人数代理n=45仅用于家具设备规模，非断言400㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_400_高端型_0204,400,高端型,照明,27692,400×45元/㎡×档位,model_assumption,,model_assumption,设计在册人数代理n=45仅用于家具设备规模，非断言400㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_400_高端型_0205,400,高端型,监控,12000,摄像头+硬盘录像机套装,model_assumption,REN_012含监控未单列,model_assumption,设计在册人数代理n=45仅用于家具设备规模，非断言400㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_400_高端型_0206,400,高端型,门禁,9000,门禁读头+电锁,model_assumption,,model_assumption,设计在册人数代理n=45仅用于家具设备规模，非断言400㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_400_高端型_0207,400,高端型,网络弱电,6000,400×15元/㎡布线+光猫路由,model_assumption,,model_assumption,设计在册人数代理n=45仅用于家具设备规模，非断言400㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_400_高端型_0208,400,高端型,桌椅,8100,45套×120元/套×档位；锚REN_009(80-150),derived_from_sample,REN_009,model_assumption,设计在册人数代理n=45仅用于家具设备规模，非断言400㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_400_高端型_0209,400,高端型,午休床,24750,45张×单价(经济叠叠床~100/标准架子床~350/高端~550)；锚REN_006/007,derived_from_sample,REN_006;REN_007,model_assumption,设计在册人数代理n=45仅用于家具设备规模，非断言400㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_400_高端型_0210,400,高端型,床品,11250,45套×250元；锚REN_008(200-300),derived_from_sample,REN_008,model_assumption,设计在册人数代理n=45仅用于家具设备规模，非断言400㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_400_高端型_0211,400,高端型,储物柜,5040,45格×80×设备系数,model_assumption,,model_assumption,设计在册人数代理n=45仅用于家具设备规模，非断言400㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_400_高端型_0212,400,高端型,厨电灶具,21000,灶具+油烟机+消毒柜基础包×1.4,model_assumption,REN_014,model_assumption,设计在册人数代理n=45仅用于家具设备规模，非断言400㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_400_高端型_0213,400,高端型,冰箱冷柜,10000,双门冰箱+留样冷藏,model_assumption,,model_assumption,设计在册人数代理n=45仅用于家具设备规模，非断言400㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_400_高端型_0214,400,高端型,消毒柜/消毒设备,4200,餐具消毒柜,model_assumption,,model_assumption,设计在册人数代理n=45仅用于家具设备规模，非断言400㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_400_高端型_0215,400,高端型,留样冰箱/留样设备,1500,食安留样专用,model_assumption,REG_SD食品管理驱动,model_assumption,设计在册人数代理n=45仅用于家具设备规模，非断言400㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_400_高端型_0216,400,高端型,餐具,1800,45人份×40元,model_assumption,,model_assumption,设计在册人数代理n=45仅用于家具设备规模，非断言400㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_400_高端型_0217,400,高端型,办公家具电器,6000,前台桌椅电脑打印×软装系数1.2,model_assumption,,model_assumption,设计在册人数代理n=45仅用于家具设备规模，非断言400㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_400_高端型_0218,400,高端型,门头招牌,35000,门头灯箱/发光字档位,model_assumption,,model_assumption,设计在册人数代理n=45仅用于家具设备规模，非断言400㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_400_高端型_0219,400,高端型,软装装饰,19200,400×40×软装系数1.2,model_assumption,,model_assumption,设计在册人数代理n=45仅用于家具设备规模，非断言400㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_400_高端型_0220,400,高端型,软件系统,20000,排课/家校/收银SaaS首年,model_assumption,,model_assumption,设计在册人数代理n=45仅用于家具设备规模，非断言400㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
CX_400_高端型_0221,400,高端型,开业耗材,5000,清洁/办公/一次性开业包,model_assumption,,model_assumption,设计在册人数代理n=45仅用于家具设备规模，非断言400㎡可合法/舒适容纳n人；山东实测装修招标样本不足见F_006
