evidence_id,topic,school_area,institution_name,plain_language_fact,numeric_value,source_type,source_url,screenshot_path,date,confidence,caveat
E0086,人工成本,济南,,公开招聘中「厨师」可见薪资区间样本包括：5000-5500元/月；约4000-5000元/月。,,广告宣传,,,2026-09-16T11:00:19+00:00,B,招聘价非实际发薪；提成与底薪需分开看
E0087,人工成本,济南,,公开招聘中「生活老师」可见薪资区间样本包括：3000-4000元/月。,,广告宣传,,,2026-09-16T11:00:19+00:00,B,招聘价非实际发薪；提成与底薪需分开看
E0088,人工成本,济南,,公开招聘中「兼职老师」可见薪资区间样本包括：80-140元/天。,,广告宣传,,,2026-09-16T11:00:19+00:00,B,招聘价非实际发薪；提成与底薪需分开看
E0089,合规,槐荫/济南,,合规公开线索：合规公开信息。,,官方事实,http://news.e23.cn/shandong/2026-08-09/2026080900011.html,raw/shandong_tuoguan_opinion_e23.html,,A,
E0090,合规,槐荫/济南,,合规公开线索：合规公开信息。,,官方事实,http://news.e23.cn/shandong/2026-08-09/2026080900011.html,raw/shandong_tuoguan_opinion_e23.html,,A,
E0091,合规,槐荫/济南,,合规公开线索：合规公开信息。省政府网站摘要页curl可能短,,官方事实,http://www.shandong.gov.cn/art/2026/8/9/art_97560_736080.html,raw/shandong_gov_tuoguan_brief.html,,A,
E0092,合规,槐荫/济南,,合规公开线索：合规公开信息。,,官方事实,http://news.e23.cn/shandong/2026-08-09/2026080900011.html,raw/shandong_tuoguan_opinion_e23.html,,A,
E0093,合规,槐荫/济南,,合规公开线索：合规公开信息。,,官方事实,http://news.e23.cn/shandong/2026-08-09/2026080900011.html,raw/shandong_tuoguan_opinion_e23.html,,A,
E0094,合规,槐荫/济南,,合规公开线索：合规公开信息。对“作业辅导型晚辅”宣传有直接合规含义,,官方事实,http://www.shandong.gov.cn/art/2026/8/9/art_97560_736080.html,,,A,
E0095,合规,槐荫/济南,,合规公开线索：合规公开信息。,,官方事实,http://news.e23.cn/shandong/2026-08-09/2026080900011.html,raw/shandong_tuoguan_opinion_e23.html,,A,
E0096,合规,槐荫/济南,,合规公开线索：合规公开信息。,,官方事实,http://news.e23.cn/shandong/2026-08-09/2026080900011.html,raw/shandong_tuoguan_opinion_e23.html,,A,
E0097,线上竞争强弱,三商圈,,本轮社交深挖画像仅稳定写入 3 条账号级记录；抖音出现滑块验证、小红书通用搜索曾遇登录墙，故线上强弱样本偏少，不能外推为市场真实占比。,3,广告宣传,,deep_dive_v2/06_failures/,2026-09-16T11:00:19+00:00,B,采集受限
E0098,数据缺口,三商圈,,失败/阻塞记录 12 条，未解决实体 4 条；具名2026真月费样本仍不足每区5家目标。,12,官方事实,,,2026-09-16T11:00:19+00:00,A,见 failures.csv / unresolved_matches.csv
